instance_id,text,annotation task,number of annotations,lang,hard_label,split,soft_label.0,soft_label.1,other_info.domain,offensiveness,user_id,cleaned_text,cleaned_domain,community
6680,"""God help Rush if he gets """"the common cold"""" COVID-19""",offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,811,"""god help rush if he gets """"the common cold"""" covid-19""",covid-19,3
6681,"<user> <user> Like so many dumbass Democrats, you have lost your fucking mind. It's no wonder the rest of Skidrow doesn't want you back in the band. We literally had the best economy in decades until this covid shit came along. Anyone that votes for biden is a fucking idiot. Trump 2020!!",offensiveness detection,5,en,1,train,0.0,1.0,Elections2020,1,730,"like so many dumbass democrats, you have lost your fucking mind. it is no wonder the rest of skidrow does not want you back in the band. we literally had the best economy in decades until this covid shit came along. anyone that votes for biden is a fucking idiot. trump 2020!!",elections2020,3
6681,"<user> <user> Like so many dumbass Democrats, you have lost your fucking mind. It's no wonder the rest of Skidrow doesn't want you back in the band. We literally had the best economy in decades until this covid shit came along. Anyone that votes for biden is a fucking idiot. Trump 2020!!",offensiveness detection,5,en,1,train,0.0,1.0,Elections2020,1,345,"like so many dumbass democrats, you have lost your fucking mind. it is no wonder the rest of skidrow does not want you back in the band. we literally had the best economy in decades until this covid shit came along. anyone that votes for biden is a fucking idiot. trump 2020!!",elections2020,3
6682,"It’s over in Fla +7 for Trump, now let’s crush Penn at +5.",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,286,"it is over in fla +7 for trump, now let us crush penn at +5.",elections2020,3
6682,"It’s over in Fla +7 for Trump, now let’s crush Penn at +5.",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,424,"it is over in fla +7 for trump, now let us crush penn at +5.",elections2020,3
6688,And the outrageous behavior from all supporting <user> is telling. The mother is lucky the son was only laid on the ground and not throttled.,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,815,and the outrageous behavior from all supporting is telling. the mother is lucky the son was only laid on the ground and not throttled.,elections2020,3
6688,And the outrageous behavior from all supporting <user> is telling. The mother is lucky the son was only laid on the ground and not throttled.,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,721,and the outrageous behavior from all supporting is telling. the mother is lucky the son was only laid on the ground and not throttled.,elections2020,3
6688,And the outrageous behavior from all supporting <user> is telling. The mother is lucky the son was only laid on the ground and not throttled.,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,573,and the outrageous behavior from all supporting is telling. the mother is lucky the son was only laid on the ground and not throttled.,elections2020,3
6690,<user> #BeBest If you went back to Slovenia and made softcore porn.  Wear your jacket while you build your tennis pavilion.   Cause you clearly don't care about Americans dying from Coronavirus. <url>,offensiveness detection,5,en,1,train,0.2,0.8,Covid-19,0,334,#bebest if you went back to slovenia and made softcore porn. wear your jacket while you build your tennis pavilion. because you clearly do not care about americans dying from coronavirus.,covid-19,3
6690,<user> #BeBest If you went back to Slovenia and made softcore porn.  Wear your jacket while you build your tennis pavilion.   Cause you clearly don't care about Americans dying from Coronavirus. <url>,offensiveness detection,5,en,1,train,0.2,0.8,Covid-19,1,220,#bebest if you went back to slovenia and made softcore porn. wear your jacket while you build your tennis pavilion. because you clearly do not care about americans dying from coronavirus.,covid-19,3
6690,<user> #BeBest If you went back to Slovenia and made softcore porn.  Wear your jacket while you build your tennis pavilion.   Cause you clearly don't care about Americans dying from Coronavirus. <url>,offensiveness detection,5,en,1,train,0.2,0.8,Covid-19,1,515,#bebest if you went back to slovenia and made softcore porn. wear your jacket while you build your tennis pavilion. because you clearly do not care about americans dying from coronavirus.,covid-19,3
6692,<user> <user> I dont make over 400k so my taxes will be fine. Its rich spoilt little pricks like you that will pay your fair share!!,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,0,334,i do not make over 400k so my taxes will be fine. its rich spoilt little pricks like you that will pay your fair share!!,elections2020,3
6692,<user> <user> I dont make over 400k so my taxes will be fine. Its rich spoilt little pricks like you that will pay your fair share!!,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,415,i do not make over 400k so my taxes will be fine. its rich spoilt little pricks like you that will pay your fair share!!,elections2020,3
6692,<user> <user> I dont make over 400k so my taxes will be fine. Its rich spoilt little pricks like you that will pay your fair share!!,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,400,i do not make over 400k so my taxes will be fine. its rich spoilt little pricks like you that will pay your fair share!!,elections2020,3
6694,"<user> <user> <user> should intercede, if the Election Results are certified before then, and prohibit any further activity until <user> can assume the thrown!",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,164,"should intercede, if the election results are certified before then, and prohibit any further activity until can assume the thrown!",elections2020,3
6694,"<user> <user> <user> should intercede, if the Election Results are certified before then, and prohibit any further activity until <user> can assume the thrown!",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,721,"should intercede, if the election results are certified before then, and prohibit any further activity until can assume the thrown!",elections2020,3
6694,"<user> <user> <user> should intercede, if the Election Results are certified before then, and prohibit any further activity until <user> can assume the thrown!",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,591,"should intercede, if the election results are certified before then, and prohibit any further activity until can assume the thrown!",elections2020,3
6697,"<user> <user> For American people, for USA economy, for health care, for the 250.000 death of #Covid19, for the Peace of world, for Black people, for Trump's absurdities on Climate, for world relations with USA <user> is the badest President since America was born Vote <user>",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,334,"for american people, for usa economy, for health care, for the 250.000 death of #covid19, for the peace of world, for black people, for trump's absurdities on climate, for world relations with usa is the badest president since america was born vote",elections2020,3
6697,"<user> <user> For American people, for USA economy, for health care, for the 250.000 death of #Covid19, for the Peace of world, for Black people, for Trump's absurdities on Climate, for world relations with USA <user> is the badest President since America was born Vote <user>",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,420,"for american people, for usa economy, for health care, for the 250.000 death of #covid19, for the peace of world, for black people, for trump's absurdities on climate, for world relations with usa is the badest president since america was born vote",elections2020,3
6697,"<user> <user> For American people, for USA economy, for health care, for the 250.000 death of #Covid19, for the Peace of world, for Black people, for Trump's absurdities on Climate, for world relations with USA <user> is the badest President since America was born Vote <user>",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,656,"for american people, for usa economy, for health care, for the 250.000 death of #covid19, for the peace of world, for black people, for trump's absurdities on climate, for world relations with usa is the badest president since america was born vote",elections2020,3
6698,Fox News Host Asks For 'One Example Of A Lie' From White House About Coronavirus <url>,offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,266,fox news host asks for 'one example of a lie' from white house about coronavirus,covid-19,3
6702,<user> STOP LYING. It's disgusting how much hatred you evil people have for <user> . He will recover from Covid just fine but unfortunately the virus coctail of hatred &amp; evil you all have in your hearts will eat you up...hope you figure it out before it's too late. <url>,offensiveness detection,5,en,0,train,0.6,0.4,Covid-19,1,169,stop lying. it is disgusting how much hatred you evil people have for . he will recover from covid just fine but unfortunately the virus coctail of hatred & evil you all have in your hearts will eat you up...hope you figure it out before it is too late.,covid-19,3
6703,<user> These are the people burning down our Country!!! These are the people YOUR administration is bailing out of jail!!! <url>,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,94,these are the people burning down our country!!! these are the people your administration is bailing out of jail!!!,elections2020,3
6703,<user> These are the people burning down our Country!!! These are the people YOUR administration is bailing out of jail!!! <url>,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,573,these are the people burning down our country!!! these are the people your administration is bailing out of jail!!!,elections2020,3
6704,"My art got started by doing requests on the /trash/ boards of 4chan  4chan is not an excuse for being a shitty person. Some people use it as an opportunity to be anonymous and toxic, and thats wrong, but using it as an excuse for your shitty behaviour and racism is just stupid",offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,616,"my art got started by doing requests on the /trash/ boards of 4chan 4chan is not an excuse for being a shitty person. some people use it as an opportunity to be anonymous and toxic, and that is wrong, but using it as an excuse for your shitty behaviour and racism is just stupid",blm,3
6705,<user> We got impostors in the Polling Place.,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,266,we got impostors in the polling place.,elections2020,3
6705,<user> We got impostors in the Polling Place.,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,1,362,we got impostors in the polling place.,elections2020,3
6705,<user> We got impostors in the Polling Place.,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,573,we got impostors in the polling place.,elections2020,3
6707,New Zealand will phase out its coronavirus lockdown over the next 10 days after successfully containing the virus. <url>,offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,610,new zealand will phase out its coronavirus lockdown over the next 10 days after successfully containing the virus.,covid-19,3
6708,"<user> Are you senile?  Dude had a knife chasing the cops around a car. You don’t even want someone closer than 6’ because they might have COVID, but a knife! ""Oh, hey, that’s ok though, it won’t harm you!""  Cretin.",offensiveness detection,5,en,1,train,0.4,0.6,Covid-19,1,266,"are you senile? dude had a knife chasing the cops around a car. you do not even want someone closer than 6’ because they might have covid, but a knife! ""oh, hey, that is ok though, it will not harm you!"" cretin.",covid-19,3
6708,"<user> Are you senile?  Dude had a knife chasing the cops around a car. You don’t even want someone closer than 6’ because they might have COVID, but a knife! ""Oh, hey, that’s ok though, it won’t harm you!""  Cretin.",offensiveness detection,5,en,1,train,0.4,0.6,Covid-19,1,811,"are you senile? dude had a knife chasing the cops around a car. you do not even want someone closer than 6’ because they might have covid, but a knife! ""oh, hey, that is ok though, it will not harm you!"" cretin.",covid-19,3
6708,"<user> Are you senile?  Dude had a knife chasing the cops around a car. You don’t even want someone closer than 6’ because they might have COVID, but a knife! ""Oh, hey, that’s ok though, it won’t harm you!""  Cretin.",offensiveness detection,5,en,1,train,0.4,0.6,Covid-19,0,21,"are you senile? dude had a knife chasing the cops around a car. you do not even want someone closer than 6’ because they might have covid, but a knife! ""oh, hey, that is ok though, it will not harm you!"" cretin.",covid-19,3
6714,You guys ever seen a major US city be annihilated in the time it takes to blink?  <url>,offensiveness detection,5,en,0,train,1.0,0.0,BLM,0,616,you guys ever seen a major us city be annihilated in the time it takes to blink?,blm,3
6715,"<user> Hi Alyssa, we want you to know that we're working hard to finalise the claims. Due to the situation that has arisen as a result of Covid-19, and despite our best efforts, this unfortunately means that our handling times are currently longer than we'd like. Kind regards, Caroline",offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,546,"hi alyssa, we want you to know that we are working hard to finalise the claims. due to the situation that has arisen as a result of covid-19, and despite our best efforts, this unfortunately means that our handling times are currently longer than we would like. kind regards, caroline",covid-19,3
6717,So why would anyone believe they can trust the Government? Our #Government wants us to be dependent on them for answers while again continuing to feed us BS and Lies to get the public living in constant Fear! #COVID19 #COVIDIOTS #MediaVirus #GovernmentCorruption #economy #Tcot,offensiveness detection,5,en,1,train,0.4,0.6,Covid-19,0,88,so why would anyone believe they can trust the government? our #government wants us to be dependent on them for answers while again continuing to feed us bs and lies to get the public living in constant fear! #covid19 #covidiots #mediavirus #governmentcorruption #economy #tcot,covid-19,3
6718,"""You are a disgusting human #ChrisCuomo #COVID19. #KarmaExists and God is watching   #Unfair #liars #FakeNewsCNN #FakeNews Despite all that we wish you good luckVIDEO]Twitter User Captures Self-Isolated CNN's Cuomo """"Selectively Editing"""" Trump For Fake News! <url>",offensiveness detection,5,en,1,train,0.2,0.8,Covid-19,1,88,"""you are a disgusting human #chriscuomo #covid19. #karmaexists and god is watching #unfair #liars #fakenewscnn #fakenews despite all that we wish you good luckvideo]twitter user captures self-isolated cnn's cuomo """"selectively editing"""" trump for fake news!",covid-19,3
6719,"Minneapolis City Council Says They Will Defund and Abolish their Police Force - American Liberty Report <url>                                                God help Minneapolis, Minnesota!",offensiveness detection,5,en,0,train,1.0,0.0,BLM,0,616,"minneapolis city council says they will defund and abolish their police force - american liberty report god help minneapolis, minnesota!",blm,3
6719,"Minneapolis City Council Says They Will Defund and Abolish their Police Force - American Liberty Report <url>                                                God help Minneapolis, Minnesota!",offensiveness detection,5,en,0,train,1.0,0.0,BLM,0,377,"minneapolis city council says they will defund and abolish their police force - american liberty report god help minneapolis, minnesota!",blm,3
6721,<user> <user> your husband?  Are you gay?,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,266,your husband? are you gay?,elections2020,3
6721,<user> <user> your husband?  Are you gay?,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,763,your husband? are you gay?,elections2020,3
6721,<user> <user> your husband?  Are you gay?,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,721,your husband? are you gay?,elections2020,3
6722,NO you fools! Didn't you see Philadelphia?!? <url>,offensiveness detection,5,en,0,train,0.8,0.2,Covid-19,0,334,no you fools! did not you see philadelphia?!?,covid-19,3
6722,NO you fools! Didn't you see Philadelphia?!? <url>,offensiveness detection,5,en,0,train,0.8,0.2,Covid-19,1,64,no you fools! did not you see philadelphia?!?,covid-19,3
6724,"After enduring ventilators, body aches, fever, coronavirus survivors say states shouldn't be reopening #SmartNews  <url>",offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,546,"after enduring ventilators, body aches, fever, coronavirus survivors say states should not be reopening #smartnews",covid-19,3
6724,"After enduring ventilators, body aches, fever, coronavirus survivors say states shouldn't be reopening #SmartNews  <url>",offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,610,"after enduring ventilators, body aches, fever, coronavirus survivors say states should not be reopening #smartnews",covid-19,3
6726,Trump is destroying everything you hold dear. You know what you have to do. #VoteEarly #VoteHimOut2020  #VoteBlueDownTheBallot #VoteBiden #VoteInPerson   #sickotrump #pathetictrump #criminaltrump #CorruptGOP,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,238,trump is destroying everything you hold dear. you know what you have to do. #voteearly #votehimout2020 #votebluedowntheballot #votebiden #voteinperson #sickotrump #pathetictrump #criminaltrump #corruptgop,elections2020,3
6726,Trump is destroying everything you hold dear. You know what you have to do. #VoteEarly #VoteHimOut2020  #VoteBlueDownTheBallot #VoteBiden #VoteInPerson   #sickotrump #pathetictrump #criminaltrump #CorruptGOP,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,118,trump is destroying everything you hold dear. you know what you have to do. #voteearly #votehimout2020 #votebluedowntheballot #votebiden #voteinperson #sickotrump #pathetictrump #criminaltrump #corruptgop,elections2020,3
6726,Trump is destroying everything you hold dear. You know what you have to do. #VoteEarly #VoteHimOut2020  #VoteBlueDownTheBallot #VoteBiden #VoteInPerson   #sickotrump #pathetictrump #criminaltrump #CorruptGOP,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,491,trump is destroying everything you hold dear. you know what you have to do. #voteearly #votehimout2020 #votebluedowntheballot #votebiden #voteinperson #sickotrump #pathetictrump #criminaltrump #corruptgop,elections2020,3
6726,Trump is destroying everything you hold dear. You know what you have to do. #VoteEarly #VoteHimOut2020  #VoteBlueDownTheBallot #VoteBiden #VoteInPerson   #sickotrump #pathetictrump #criminaltrump #CorruptGOP,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,1,144,trump is destroying everything you hold dear. you know what you have to do. #voteearly #votehimout2020 #votebluedowntheballot #votebiden #voteinperson #sickotrump #pathetictrump #criminaltrump #corruptgop,elections2020,3
6729,Roundtable: Coronavirus Is Best Case for Medicare for All   Democracy Now! <url>,offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,515,roundtable: coronavirus is best case for medicare for all democracy now!,covid-19,3
6730,"Yes, indeed.",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,425,"yes, indeed.",elections2020,3
6730,"Yes, indeed.",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,188,"yes, indeed.",elections2020,3
6730,"Yes, indeed.",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,573,"yes, indeed.",elections2020,3
6730,"Yes, indeed.",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,730,"yes, indeed.",elections2020,3
6731,Y’all are willingly traveling/flying to these places with double/triple the number of COVID cases day to day?????? This shit will never end. <url>,offensiveness detection,5,en,1,train,0.4,0.6,Covid-19,1,402,you all are willingly traveling/flying to these places with double/triple the number of covid cases day to day?????? this shit will never end.,covid-19,3
6732,"<user> Well it’d be called Tangerine Shitblimp and be tangerine flavored ice cream mixed with Satan’s dingleberries and the blood from his own hands due to covid, mass shootings, and police brutality.",offensiveness detection,5,en,1,train,0.0,1.0,Covid-19,1,266,"well it would be called tangerine shitblimp and be tangerine flavored ice cream mixed with satan’s dingleberries and the blood from his own hands due to covid, mass shootings, and police brutality.",covid-19,3
6734,"<user> Yes, corrupt Sleepy Joe.  Trump 2020.",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,763,"yes, corrupt sleepy joe. trump 2020.",elections2020,3
6734,"<user> Yes, corrupt Sleepy Joe.  Trump 2020.",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,188,"yes, corrupt sleepy joe. trump 2020.",elections2020,3
6734,"<user> Yes, corrupt Sleepy Joe.  Trump 2020.",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,723,"yes, corrupt sleepy joe. trump 2020.",elections2020,3
6734,"<user> Yes, corrupt Sleepy Joe.  Trump 2020.",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,1,64,"yes, corrupt sleepy joe. trump 2020.",elections2020,3
6735,"<user> <user> Whatever Joe Biden has been talking is meaningless, meaningless",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,811,"whatever joe biden has been talking is meaningless, meaningless",elections2020,3
6735,"<user> <user> Whatever Joe Biden has been talking is meaningless, meaningless",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,379,"whatever joe biden has been talking is meaningless, meaningless",elections2020,3
6735,"<user> <user> Whatever Joe Biden has been talking is meaningless, meaningless",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,381,"whatever joe biden has been talking is meaningless, meaningless",elections2020,3
6736,<user> <user> <user> why are you screaming so loud? What’s at stake for YOU in this election? #lockherupalready,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,238,why are you screaming so loud? what is at stake for you in this election? #lockherupalready,elections2020,3
6736,<user> <user> <user> why are you screaming so loud? What’s at stake for YOU in this election? #lockherupalready,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,118,why are you screaming so loud? what is at stake for you in this election? #lockherupalready,elections2020,3
6736,<user> <user> <user> why are you screaming so loud? What’s at stake for YOU in this election? #lockherupalready,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,1,518,why are you screaming so loud? what is at stake for you in this election? #lockherupalready,elections2020,3
6736,<user> <user> <user> why are you screaming so loud? What’s at stake for YOU in this election? #lockherupalready,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,573,why are you screaming so loud? what is at stake for you in this election? #lockherupalready,elections2020,3
6736,<user> <user> <user> why are you screaming so loud? What’s at stake for YOU in this election? #lockherupalready,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,748,why are you screaming so loud? what is at stake for you in this election? #lockherupalready,elections2020,3
6737,"4 MORE YEARS, Indeed.  #Trump2020 #MAGA #MAGA2020 #trumprallynebraska <url>",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,546,"4 more years, indeed. #trump2020 #maga #maga2020 #trumprallynebraska",elections2020,3
6737,"4 MORE YEARS, Indeed.  #Trump2020 #MAGA #MAGA2020 #trumprallynebraska <url>",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,362,"4 more years, indeed. #trump2020 #maga #maga2020 #trumprallynebraska",elections2020,3
6737,"4 MORE YEARS, Indeed.  #Trump2020 #MAGA #MAGA2020 #trumprallynebraska <url>",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,713,"4 more years, indeed. #trump2020 #maga #maga2020 #trumprallynebraska",elections2020,3
6738,"""Will you shut up, man?"" - <user> and all of us.  #debate #Debates2020",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,1,266,"""will you shut up, man?"" - and all of us. #debate #debates2020",elections2020,3
6738,"""Will you shut up, man?"" - <user> and all of us.  #debate #Debates2020",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,610,"""will you shut up, man?"" - and all of us. #debate #debates2020",elections2020,3
6738,"""Will you shut up, man?"" - <user> and all of us.  #debate #Debates2020",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,144,"""will you shut up, man?"" - and all of us. #debate #debates2020",elections2020,3
6740,"<user> <user> Wrong again, mooch. Trump will win in a landslide. Americans do not want what your leftist friends have to offer: riots, looting, arson, dependency, America hating, and championship-level hypocrisy. Trump 2020",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,64,"wrong again, mooch. trump will win in a landslide. americans do not want what your leftist friends have to offer: riots, looting, arson, dependency, america hating, and championship-level hypocrisy. trump 2020",elections2020,3
6740,"<user> <user> Wrong again, mooch. Trump will win in a landslide. Americans do not want what your leftist friends have to offer: riots, looting, arson, dependency, America hating, and championship-level hypocrisy. Trump 2020",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,118,"wrong again, mooch. trump will win in a landslide. americans do not want what your leftist friends have to offer: riots, looting, arson, dependency, america hating, and championship-level hypocrisy. trump 2020",elections2020,3
6740,"<user> <user> Wrong again, mooch. Trump will win in a landslide. Americans do not want what your leftist friends have to offer: riots, looting, arson, dependency, America hating, and championship-level hypocrisy. Trump 2020",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,461,"wrong again, mooch. trump will win in a landslide. americans do not want what your leftist friends have to offer: riots, looting, arson, dependency, america hating, and championship-level hypocrisy. trump 2020",elections2020,3
6741,Intermittent Lockdown: Weizmann Institute scientists present a mathematical model for an exit strategy: how to restart the economy after the #coronavirus crisis <url> <url>,offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,546,intermittent lockdown: weizmann institute scientists present a mathematical model for an exit strategy: how to restart the economy after the #coronavirus crisis,covid-19,3
6742,<user> We sure is hell DO &amp; WE WILL!!! #Trump2020LandslideVictory #WWG1WGA!!! #TRUMP2020ToSaveAmemerica #BidenFamilyCorruption #ObamaGate_TREASON #BenghaziAintGoingAway #SealTeamSix #CrimesAgainstHumanity,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,546,we sure is hell do & we will!!! #trump2020landslidevictory #wwg1wga!!! #trump2020tosaveamemerica #bidenfamilycorruption #obamagate_treason #benghaziaintgoingaway #sealteamsix #crimesagainsthumanity,elections2020,3
6742,<user> We sure is hell DO &amp; WE WILL!!! #Trump2020LandslideVictory #WWG1WGA!!! #TRUMP2020ToSaveAmemerica #BidenFamilyCorruption #ObamaGate_TREASON #BenghaziAintGoingAway #SealTeamSix #CrimesAgainstHumanity,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,656,we sure is hell do & we will!!! #trump2020landslidevictory #wwg1wga!!! #trump2020tosaveamemerica #bidenfamilycorruption #obamagate_treason #benghaziaintgoingaway #sealteamsix #crimesagainsthumanity,elections2020,3
6742,<user> We sure is hell DO &amp; WE WILL!!! #Trump2020LandslideVictory #WWG1WGA!!! #TRUMP2020ToSaveAmemerica #BidenFamilyCorruption #ObamaGate_TREASON #BenghaziAintGoingAway #SealTeamSix #CrimesAgainstHumanity,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,576,we sure is hell do & we will!!! #trump2020landslidevictory #wwg1wga!!! #trump2020tosaveamemerica #bidenfamilycorruption #obamagate_treason #benghaziaintgoingaway #sealteamsix #crimesagainsthumanity,elections2020,3
6743,Anderson Cooper ripped Donald Trump for complaining that he’s not getting enough credit for his coronavirus failings. <url> # via <user>,offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,811,anderson cooper ripped donald trump for complaining that he is not getting enough credit for his coronavirus failings. # via,covid-19,3
6745,Vote to save life. #WearAMask #VoteForYourLife #VoteHimOut2020 #VoteBiden #VOTE #VoteEarly,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,418,vote to save life. #wearamask #voteforyourlife #votehimout2020 #votebiden #vote #voteearly,elections2020,3
6745,Vote to save life. #WearAMask #VoteForYourLife #VoteHimOut2020 #VoteBiden #VOTE #VoteEarly,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,730,vote to save life. #wearamask #voteforyourlife #votehimout2020 #votebiden #vote #voteearly,elections2020,3
6745,Vote to save life. #WearAMask #VoteForYourLife #VoteHimOut2020 #VoteBiden #VOTE #VoteEarly,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,345,vote to save life. #wearamask #voteforyourlife #votehimout2020 #votebiden #vote #voteearly,elections2020,3
6745,Vote to save life. #WearAMask #VoteForYourLife #VoteHimOut2020 #VoteBiden #VOTE #VoteEarly,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,657,vote to save life. #wearamask #voteforyourlife #votehimout2020 #votebiden #vote #voteearly,elections2020,3
6746,"Imagine looking at the news, for the past four years, and voting for Trump.   What was it about the racist, mysognist president that appealed? #Elections2020",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,425,"imagine looking at the news, for the past four years, and voting for trump. what was it about the racist, mysognist president that appealed? #elections2020",elections2020,3
6746,"Imagine looking at the news, for the past four years, and voting for Trump.   What was it about the racist, mysognist president that appealed? #Elections2020",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,415,"imagine looking at the news, for the past four years, and voting for trump. what was it about the racist, mysognist president that appealed? #elections2020",elections2020,3
6746,"Imagine looking at the news, for the past four years, and voting for Trump.   What was it about the racist, mysognist president that appealed? #Elections2020",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,21,"imagine looking at the news, for the past four years, and voting for trump. what was it about the racist, mysognist president that appealed? #elections2020",elections2020,3
6754,"<user> 16 years here. Wouldn't give it up, especially now. I can't imagine feeling hungover and dealing with covid and the election! Woudl rather feel it all, as you say. :)",offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,763,"16 years here. would not give it up, especially now. i cannot imagine feeling hungover and dealing with covid and the election! woudl rather feel it all, as you say. :)",covid-19,3
6755,"<user> <user> <user> <user> 1 of 2: As it turns out many of the most racist gov't officials I ever met have been working overtime to publicly show their support for changes that they actually opposed, hid, &amp; even retaliated against as public servants. Their #virtualsignaling",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,570,"1 of 2: as it turns out many of the most racist gov't officials i ever met have been working overtime to publicly show their support for changes that they actually opposed, hid, & even retaliated against as public servants. their #virtualsignaling",elections2020,3
6755,"<user> <user> <user> <user> 1 of 2: As it turns out many of the most racist gov't officials I ever met have been working overtime to publicly show their support for changes that they actually opposed, hid, &amp; even retaliated against as public servants. Their #virtualsignaling",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,334,"1 of 2: as it turns out many of the most racist gov't officials i ever met have been working overtime to publicly show their support for changes that they actually opposed, hid, & even retaliated against as public servants. their #virtualsignaling",elections2020,3
6755,"<user> <user> <user> <user> 1 of 2: As it turns out many of the most racist gov't officials I ever met have been working overtime to publicly show their support for changes that they actually opposed, hid, &amp; even retaliated against as public servants. Their #virtualsignaling",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,81,"1 of 2: as it turns out many of the most racist gov't officials i ever met have been working overtime to publicly show their support for changes that they actually opposed, hid, & even retaliated against as public servants. their #virtualsignaling",elections2020,3
6755,"<user> <user> <user> <user> 1 of 2: As it turns out many of the most racist gov't officials I ever met have been working overtime to publicly show their support for changes that they actually opposed, hid, &amp; even retaliated against as public servants. Their #virtualsignaling",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,415,"1 of 2: as it turns out many of the most racist gov't officials i ever met have been working overtime to publicly show their support for changes that they actually opposed, hid, & even retaliated against as public servants. their #virtualsignaling",elections2020,3
